tag_id,type,stap_s,stap_t,lat_s,lon_s,lat_t,lon_t,j,start,end,n,distance,bearing,gs_u,gs_v,ws_u,ws_v
18LX,simulation,3,4,45.625,17.625,41.625,15.625,2,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,473.5029552607553,200.5929646590605,-20.603336322088037,-54.83473109493841,0.3214918963245506,-20.391505706157886
18LX,simulation,3,4,46.625,17.125,41.875,14.125,3,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,580.2469448603382,205.4008430954383,-30.79125940730241,-64.84377915121227,-16.24084514861746,-30.589953666451052
18LX,simulation,3,4,46.125,15.625,42.125,14.375,4,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,456.32631285411094,193.08165637852653,-12.77748324803857,-54.98770540203131,-17.055518694848132,-24.560434739260337
18LX,simulation,3,4,45.375,15.875,40.875,15.625,5,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,501.3485767075309,182.40807248020428,-2.6059636589343427,-61.96773351823905,5.974415382149293,-23.63084042547168
18LX,simulation,3,4,45.875,16.625,41.875,15.125,6,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,461.23552617789403,195.65057176780556,-15.393084931846253,-54.94455355021246,-10.186840708781764,-31.825328283880186
18LX,simulation,3,4,43.625,17.625,40.375,15.625,7,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,397.79273830712236,205.25010433910347,-20.992156987173644,-44.509531543573665,9.88318689672726,2.118905044083743
18LX,simulation,3,4,45.875,12.375,41.875,14.125,8,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,466.86374555556176,161.88464763357,17.958242714558853,-54.89349951593178,-5.3802363172708105,-23.679108597588296
18LX,simulation,3,4,46.875,18.875,44.625,16.125,9,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,329.1451431712059,221.45181577823405,-26.95556052194695,-30.51939779334865,-4.949580832412564,-22.99336259444719
18LX,simulation,3,4,45.625,12.375,41.125,15.625,10,2017-08-06T19:12:30Z,2017-08-07T03:17:30Z,1,565.6454048785798,151.17269895337625,33.74077220677205,-61.30502416654874,3.53541142556102,-34.68490679145106
18LX,simulation,4,5,40.625,16.375,41.625,13.125,1,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,294.3603116728986,293.2819764169135,-54.07815521751119,23.26956922242886,-1.6509631790161137,-3.438311813354493
18LX,simulation,4,5,41.625,15.625,41.875,13.125,2,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,209.47585201993553,278.4655306073121,-41.438706064819286,6.167571876567513,-0.049613423156738466,-3.0696855926513678
18LX,simulation,4,5,41.875,14.125,42.125,12.375,3,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,147.4191675549698,281.4660953542584,-28.895410156160793,5.861033220452681,-1.9376748977661133,0.13530625305175786
18LX,simulation,4,5,42.125,14.375,41.625,13.875,4,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,69.39455333679611,216.83861588370246,-8.32128318734017,-11.10767335802721,0.0018557662963866886,0.4826612823486328
18LX,simulation,4,5,40.875,15.625,41.375,13.625,5,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,176.6986033480201,289.0161059097825,-33.41112682361799,11.514879998582346,-5.412112495422364,-2.1939583465576185
18LX,simulation,4,5,41.875,15.125,41.625,12.875,6,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,188.91937305697624,262.27939384651506,-37.44136182837992,-5.075983164469063,-0.5225332962036137,-0.8191808074951168
18LX,simulation,4,5,40.375,15.625,41.625,12.875,7,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,269.68474405523443,301.95652681673323,-45.76280035392644,28.547513916489528,-3.825621772766114,0.26340610656738284
18LX,simulation,4,5,41.875,14.125,41.625,13.125,8,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,87.58887117887049,251.80766161391443,-16.642127419536994,-5.469187245601096,-1.9948382766723634,0.25781963195800783
18LX,simulation,4,5,44.625,16.125,42.125,12.125,9,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,426.76166081819315,230.6974599272545,-66.04666991142912,-54.063462702483505,0.033880717468262045,-5.221737985229492
18LX,simulation,4,5,41.125,15.625,42.375,12.375,10,2017-08-07T19:12:30Z,2017-08-08T00:12:30Z,1,303.64143384560975,298.3480524170624,-53.44571654968982,28.835398322251823,-2.4406782180786135,-1.866844479370118
18LX,simulation,5,6,41.625,13.125,41.625,8.875,1,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,353.61626320477455,271.4118981370509,-35.647956645119486,0.8786244681276092,-5.1149305330164285,-7.494583598673844
18LX,simulation,5,6,41.875,13.125,36.375,10.375,2,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,656.6008656834425,202.08042881234712,-24.889548706980744,-61.35568197532121,-3.7109409961860713,-10.06997618500525
18LX,simulation,5,6,42.125,12.375,36.375,10.375,3,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,662.8427416137044,195.7161121293825,-18.10537593626001,-64.34246440021718,-2.7067641645159037,-15.056014443277311
18LX,simulation,5,6,41.625,13.875,39.375,9.125,4,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,473.59906014495647,239.63936817233127,-41.20842716745027,-24.138795258443633,-6.0321732949649585,-5.791141150210083
18LX,simulation,5,6,41.375,13.625,39.875,9.625,5,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,376.9066714730865,245.0194901723337,-34.451860445554765,-16.050900914748343,-5.4631881978010925,-5.422239307050945
18LX,simulation,5,6,41.625,12.875,40.125,9.375,6,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,338.59539990590076,241.6097727809656,-30.037555444788833,-16.234624976500896,-3.225708451214958,-7.794211774553571
18LX,simulation,5,6,41.625,12.875,40.875,9.375,7,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,304.5704049784325,255.25053425138822,-29.700937441192245,-7.819308111686374,-3.580333311706029,-8.254146714154409
18LX,simulation,5,6,41.625,13.125,39.375,9.625,8,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,387.8941896589715,230.93594350413696,-30.370820243642314,-24.650076410156142,-4.371884404799518,-6.633706596310397
18LX,simulation,5,6,42.125,12.125,39.625,9.375,9,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,361.93813658410653,220.6598630397823,-23.780874109026662,-27.687025039338444,-5.42244931748334,-16.66960005252101
18LX,simulation,5,6,42.375,12.375,37.125,9.875,10,2017-08-29T18:37:30Z,2017-08-30T04:32:30Z,1,622.2828559865944,200.9180658468041,-22.404225003597908,-58.615402034718684,-5.634072832123572,-13.620764549960606
18LX,simulation,6,7,41.625,8.875,36.625,9.375,1,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,558.2666326289275,175.4047085372781,4.708068736052873,-58.576006888787134,1.7728694405806695,7.6959970357794525
18LX,simulation,6,7,36.375,10.375,33.875,8.375,2,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,332.5582653049546,213.77777244273557,-19.462471824823506,-29.097105549927743,-13.759705472042684,-1.876516636095549
18LX,simulation,6,7,36.375,10.375,33.875,7.125,3,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,406.16300526075077,227.70166631552672,-31.623025055653585,-28.773057704746872,-17.411690797906175,5.221240174142937
18LX,simulation,6,7,39.375,9.125,37.125,9.625,4,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,254.25292581718494,169.94523742295155,4.672616510455141,-26.35241470178603,-3.461442031458805,8.351228172703793
18LX,simulation,6,7,39.875,9.625,34.375,6.875,5,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,659.0194177162983,202.57751040013613,-26.633604978629954,-64.053981166805,-0.9350116500854491,7.418593895360042
18LX,simulation,6,7,40.125,9.375,33.625,9.875,6,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,724.9413507174158,176.3266146352737,4.8890621986211436,-76.15283674480237,-4.128435992190712,-2.97237691056101
18LX,simulation,6,7,40.875,9.375,34.875,6.125,7,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,726.2574468378134,204.16410210832214,-31.294164054639438,-69.74951817761306,3.1804136685823132,9.34456449568899
18LX,simulation,6,7,39.375,9.625,35.625,10.375,8,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,422.6651874856496,170.75388287365934,7.1486331973588095,-43.913011326567954,-2.2607886854472916,-0.5695174070659434
18LX,simulation,6,7,39.625,9.375,36.625,7.875,9,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,358.84715020290247,201.9378986383831,-14.11219013126326,-35.03818839535877,0.9127597057944853,10.226580917358397
18LX,simulation,6,7,37.125,9.875,33.375,9.125,10,2017-08-30T18:42:30Z,2017-08-31T04:12:30Z,1,422.97446777774053,189.49442263475078,-7.344243560240581,-43.913728530764885,-15.748690489518017,-0.9813182397139697
18LX,simulation,7,8,36.625,9.375,26.375,3.375,1,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,1274.49435666146,208.15041555567518,-41.468345725671334,-77.49910767222408,-1.1292595498972922,-2.5862943857127227
18LX,simulation,7,8,33.875,8.375,25.875,4.125,2,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,980.2151141823775,205.8224889719105,-29.445962645227173,-60.85093435357914,-10.53897257522057,-9.261112475691172
18LX,simulation,7,8,33.875,7.125,27.875,3.625,3,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,746.8056397282022,207.51278545186244,-23.792019228439298,-45.67915355705729,-6.442055768243199,-3.158042954543543
18LX,simulation,7,8,37.125,9.625,23.875,2.625,4,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,1619.2942330312487,206.34015852776588,-49.550339648447405,-100.08083321914191,-8.397835216653759,0.08312779235839837
18LX,simulation,7,8,34.375,6.875,26.125,5.625,5,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,926.1913424266587,187.7790751093247,-8.645755634883695,-63.287442574936904,-10.085751451163457,-8.626903878573714
18LX,simulation,7,8,33.625,9.875,26.625,5.375,6,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,891.3161929471453,210.23473807636537,-30.952882416192885,-53.10828640318245,-14.464258573334794,-9.163042617797855
18LX,simulation,7,8,34.875,6.125,25.625,3.375,7,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,1062.9738125960475,195.11590966820313,-19.116857331371364,-70.77208225510348,-7.254455923146217,0.6359723168734844
18LX,simulation,7,8,35.625,10.375,26.375,3.625,8,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,1213.724125008143,213.82923765557143,-46.60027558062944,-69.53387737197949,-7.562641924627896,-4.545980353519834
18LX,simulation,7,8,36.625,7.875,35.625,6.375,9,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,174.87602434441334,230.9094087931477,-9.360691018325298,-7.60467520788289,18.40934112022663,-5.312532532264447
18LX,simulation,7,8,33.375,9.125,25.875,3.625,10,2017-08-31T18:32:30Z,2017-09-01T09:02:30Z,1,989.6775334539936,213.91794942518175,-38.08587006742259,-56.63941695851411,-11.291302350274455,-7.613897985524147
18LX,simulation,8,9,26.375,3.375,22.125,3.125,1,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,473.7872943357693,183.12208938575486,-1.8322541317792593,-33.5917685760008,-2.266140019794894,-15.341971320699658
18LX,simulation,8,9,25.875,4.125,19.625,3.375,2,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,699.9876754352807,186.46332242683866,-5.59495565394325,-49.3873588203237,-8.869911203689123,-7.7955847637469935
18LX,simulation,8,9,27.875,3.625,21.375,3.375,3,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,724.0180518229469,182.05569792857887,-1.844112541088108,-51.37648008281238,-7.64151500823794,-14.946160103521406
18LX,simulation,8,9,23.875,2.625,19.375,2.875,4,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,501.6048191164592,176.99670251030489,1.8660920694436145,-35.56799115697406,-23.155734555667674,3.629466421996348
18LX,simulation,8,9,26.125,5.625,19.625,2.375,5,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,796.5477968769678,205.38481919739957,-24.246864513553522,-51.0987151653549,-11.399916415874772,-7.3170099787063165
18LX,simulation,8,9,26.625,5.375,22.125,3.625,6,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,531.4118791625011,199.8728674838669,-12.826870414284919,-35.48633477110996,-8.842260119646959,-12.432162114431165
18LX,simulation,8,9,25.625,3.375,19.625,2.125,7,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,680.1375136398291,191.1311826259016,-9.323405343478433,-47.38527268502197,-13.701333991688385,-3.2411757516353084
18LX,simulation,8,9,26.375,3.625,19.625,2.625,8,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,758.3489898855698,187.96592705680723,-7.462379076075009,-53.32767486182467,-11.122880658663236,-6.561578407423033
18LX,simulation,8,9,35.625,6.375,23.625,2.875,9,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,1377.796955907519,195.12622910765288,-25.52884527323396,-94.44218722789117,0.6279192211444544,3.47634698089058
18LX,simulation,8,9,25.875,3.625,20.875,3.625,10,2017-09-01T18:57:30Z,2017-09-02T09:02:30Z,1,556.5974539663679,180,-7.2600208446406e-15,-39.52171270767109,-5.319793865948739,-12.340337213820959
18LX,simulation,9,10,22.125,3.125,15.625,-0.125,1,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,800.3639720288646,205.8639456545585,-40.677354112147036,-83.90603726098074,-13.671773364613355,-2.1367759156458583
18LX,simulation,9,10,19.625,3.375,17.125,-0.625,2,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,505.93949464319655,237.27558827189523,-49.58878196752324,-31.86527634283141,-14.043278560305103,-1.5777404559978008
18LX,simulation,9,10,21.375,3.375,15.375,1.125,3,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,708.9034368317626,199.95539905415842,-28.187257543497026,-77.63182892769764,-15.909274862641267,-2.2968403592896682
18LX,simulation,9,10,19.375,2.875,14.375,0.375,4,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,616.9814854936114,205.94359821292198,-31.447090909264947,-64.63750646998008,-12.3526502798136,-6.409770217451076
18LX,simulation,9,10,19.625,2.375,16.875,0.625,5,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,357.6792674114735,211.425357623997,-21.726925268372682,-35.55901961690105,-14.996631924231073,-1.6443480106094508
18LX,simulation,9,10,22.125,3.625,15.125,0.125,6,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,862.1463293322112,205.93307111836077,-43.92636621753261,-90.33005149000901,-16.607851337914326,-1.9081470852453726
18LX,simulation,9,10,19.625,2.125,15.875,1.375,7,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,424.9501259301818,190.9008792557688,-9.362625541263364,-48.61540723475349,-14.223186858242,-4.544575113537243
18LX,simulation,9,10,19.625,2.625,16.375,-0.125,8,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,464.35447836502647,219.25929742591052,-34.2358718785401,-41.8887393205036,-12.553835902538113,-1.8635507279183097
18LX,simulation,9,10,23.625,2.875,16.875,0.875,9,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,779.8526732649632,195.8918107922757,-24.87851977162137,-87.38412349205882,-12.875605813035683,-4.50769290783336
18LX,simulation,9,10,20.875,3.625,16.625,0.875,10,2017-09-04T20:02:30Z,2017-09-05T04:37:30Z,1,554.805640564989,211.9497266548865,-34.204572667023534,-54.845784932218315,-17.29842732016554,-0.1633065304061743
18LX,simulation,10,11,15.625,-0.125,14.125,0.125,1,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,169.1315371567986,170.81695936761298,2.9990590497606924,-18.55154117957056,-12.594353366851806,-12.069069358825685
18LX,simulation,10,11,17.125,-0.625,12.625,-0.375,2,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,501.6588470249305,176.8936167951979,3.0205468663643398,-55.6579699156073,-17.634612400054927,-7.323808372497559
18LX,simulation,10,11,15.375,1.125,12.625,-0.875,3,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,374.6610390323382,215.45680350034752,-24.148527989315603,-33.90903416544157,-22.449441013336184,-7.849632347106931
18LX,simulation,10,11,14.375,0.375,13.125,-0.625,4,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,176.2212474270385,217.9699462556523,-12.046642094543726,-15.435680806457011,-25.967239597320557,-6.538935081481932
18LX,simulation,10,11,16.875,0.625,12.625,0.375,5,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,473.8722612773843,183.28836208577195,-3.0202113077806207,-52.56578056796865,-17.393580173492428,-8.069044944763181
18LX,simulation,10,11,15.125,0.125,11.875,-0.125,6,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,362.7986635099033,184.30739688047493,-3.0276541216352437,-40.197102100062594,-26.386311862945558,-7.039330833435058
18LX,simulation,10,11,15.875,1.375,11.625,-0.125,7,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,500.1235727890623,199.10651014303767,-18.189231233102877,-52.50806984402462,-24.668122653961177,-7.865056663513183
18LX,simulation,10,11,16.375,-0.125,13.875,-0.125,8,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,278.29872698318377,180,-5.680294086778985e-15,-30.922080775909308,-14.417393161773676,-9.43858083343506
18LX,simulation,10,11,16.875,0.875,9.625,0.125,9,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,811.1412171826241,185.8400003794918,-9.170477516879636,-89.65903615636887,-26.899819675445556,-7.814590599060059
18LX,simulation,10,11,16.625,0.875,12.125,0.375,10,2017-09-06T19:37:30Z,2017-09-07T04:37:30Z,1,503.8291914508753,186.20695331790466,-6.052668208775021,-55.65285213038385,-19.40120224380493,-7.290770530700684
18LX,simulation,11,12,14.125,0.125,13.375,-3.125,1,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,361.19627604014664,257.02545915349845,-65.99529523426567,-15.205329838144051,-8.95733552098274,1.5097072985172268
18LX,simulation,11,12,12.625,-0.375,11.125,-0.125,2,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,169.18547039627717,170.71063565429313,5.120629762390684,-31.306260178741297,-0.032027079820632486,3.364475197076797
18LX,simulation,11,12,12.625,-0.875,12.625,-0.125,3,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,81.47093541529175,89.91803549380398,15.275784759600043,0.021852796476979658,-2.8819978744983668,2.6265957720279687
18LX,simulation,11,12,13.125,-0.625,11.625,-2.375,4,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,253.15439526180802,228.92259794587494,-35.78128246689272,-31.189158633850717,-3.634078456163407,2.6199463884830467
18LX,simulation,11,12,12.625,0.375,11.625,-1.375,5,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,220.60621908202083,239.8811888619548,-35.779021839505475,-20.756070620675313,-0.9353216965198512,3.4350127794742584
18LX,simulation,11,12,11.875,-0.125,10.375,-2.375,6,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,297.1144191340109,236.0277688364887,-46.19990830636496,-31.12966402503976,2.9517772872447967,4.787049415826797
18LX,simulation,11,12,11.625,-0.125,11.875,-3.125,7,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,328.1409537213062,275.1695339243727,-61.27616700881674,5.543717199487572,-3.436142955064772,4.339467552423476
18LX,simulation,11,12,13.875,-0.125,12.625,0.625,8,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,161.14146062353348,149.6270868356495,15.276994533078598,-26.06723376706179,-6.589736399888991,5.196172081232071
18LX,simulation,11,12,9.625,0.125,12.625,-2.125,9,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,414.62226534696566,323.8609395992976,-45.847923614598514,62.78324532518332,0.8902249038219452,2.441165001153946
18LX,simulation,11,12,12.125,0.375,10.625,0.125,10,2017-09-09T19:57:30Z,2017-09-10T01:17:30Z,1,169.19335585101769,189.3046524435315,-5.129222009038342,-31.306351807964393,0.5130235641002654,4.04140792107582
18LX,simulation,12,13,13.375,-3.125,10.375,-1.625,1,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,371.7831444906227,153.7692525981896,21.43349049057043,-43.49966126625733,4.311433416117793,4.817354783597199
18LX,simulation,12,13,11.125,-0.125,8.875,-1.375,2,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,285.50075169158083,208.79481155172903,-17.937179971707597,-32.6346091222297,5.330078212738038,4.962225282917852
18LX,simulation,12,13,12.625,-0.125,9.875,-0.625,3,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,310.95687025881085,190.16076599053258,-7.155148347809928,-39.92348102187717,5.533917780502982,7.372201664966087
18LX,simulation,12,13,11.625,-2.375,10.625,-0.875,4,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,198.07885930071592,124.04694367026843,21.40747956564238,-14.46506087008461,4.9900586177991775,6.088542559582254
18LX,simulation,12,13,11.625,-1.375,9.375,-0.625,5,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,263.5767732957215,161.7836742371809,10.74724859118962,-32.656578335270744,4.708511190829069,6.833161073933476
18LX,simulation,12,13,10.375,-2.375,9.375,-0.125,6,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,270.70206614268216,114.08547969833342,32.2348829578006,-14.409557265697167,3.2958318642326025,4.534677293362825
18LX,simulation,12,13,11.875,-3.125,10.125,-1.125,7,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,292.7622151218359,131.51823437129764,28.59185053377626,-25.312158863273574,3.87304096537051,5.545578352720842
18LX,simulation,12,13,12.625,0.625,9.875,-1.375,8,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,376.01308013085907,215.70071834140367,-28.62038564355268,-39.82842747336168,6.34343498710964,7.136865122421928
18LX,simulation,12,13,12.625,-2.125,10.125,-0.875,9,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,309.9293360416739,153.7608947327443,17.87287597203476,-36.25998698559387,4.768247741865075,6.416430127517037
18LX,simulation,12,13,10.625,0.125,9.375,-0.125,10,2017-09-10T19:32:30Z,2017-09-11T03:12:30Z,1,141.82263739849876,191.16438056932373,-3.58178269681045,-18.14853203836612,5.225315867714261,5.824682006338369
18LX,simulation,13,14,10.375,-1.625,10.625,-1.625,1,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,27.82987269831843,0,1.8590053374913078e-15,30.359861125438286,-4.097879308527165,8.988109393033115
18LX,simulation,13,14,8.875,-1.375,9.125,-1.125,2,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,39.1158395292885,44.62563063561856,29.975740862791373,30.370044509774992,-2.907440743186257,4.4779178092262955
18LX,simulation,13,14,9.875,-0.625,10.125,-0.875,3,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,39.0595468825663,315.46018652501573,-29.88714587049468,30.371136948146226,-5.673675917191939,5.899309499567204
18LX,simulation,13,14,10.625,-0.875,10.625,-1.375,4,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,54.705452696627205,270.0460953374711,-59.67865635568541,0.04801240896666856,-4.354784937078302,9.160836843317206
18LX,simulation,13,14,9.375,-0.625,9.375,-0.375,5,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,27.4581577525856,89.97963803437756,29.954352020334273,0.010645278185259547,-5.694004752419211,4.64199948536266
18LX,simulation,13,14,9.375,-0.125,9.125,-0.375,6,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,39.10230932045325,224.64520181528474,-29.97574073282119,-30.34930209192085,-2.5419414534135294,4.886676331953569
18LX,simulation,13,14,10.125,-1.125,9.875,-0.875,7,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,39.0595468825663,135.4167743104872,29.910149077036674,-30.34848315808752,-5.294725899436257,6.48294080283425
18LX,simulation,13,14,9.875,-1.375,9.875,-1.125,8,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,27.41755163885497,89.97856256087692,29.910054239724946,0.011190963842391714,-3.00351957841353,6.117141086925159
18LX,simulation,13,14,10.125,-0.875,10.375,-0.875,9,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,27.82987269831843,0,1.8590053374913078e-15,30.359861125438286,-5.362993743896484,7.983204741044477
18LX,simulation,13,14,9.375,-0.125,9.875,-0.625,10,2017-09-11T23:27:30Z,2017-09-12T00:22:30Z,1,78.16256719688302,315.44765070411404,-59.8208521020784,60.76299026258544,-3.8316101323908023,4.594590749567205
